bet_id,method,placed_ts,bankroll_before,planned_stake,executed_stake,pnl,result,skip_reason,bankroll_after,league,market,strategy,equity_peak,drawdown
B000162,fixed,2024-09-27 01:00:00,6871.0,100.0,100.0,105.0,win,,6976.0,Serie A,OVER_2_5,Aggressive_Momentum,10120.0,-0.31067193675889326
B000164,fixed,2024-09-27 02:45:00,6976.0,100.0,100.0,0.0,push,,6976.0,Serie A,DNB_HOME,League_Specialist,10120.0,-0.31067193675889326
B000157,fixed,2024-09-27 04:00:00,6976.0,100.0,100.0,90.0,win,,7066.0,Premier League,MONEYLINE_HOME,Quant_Value,10120.0,-0.30177865612648225
B000166,fixed,2024-09-27 09:00:00,7066.0,100.0,100.0,44.0,win,,7110.0,La Liga,BTTS_YES,Aggressive_Momentum,10120.0,-0.29743083003952564
B000174,fixed,2024-09-27 11:30:00,7110.0,100.0,100.0,47.0,win,,7157.0,La Liga,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.29278656126482216
B000151,fixed,2024-09-27 12:00:00,7157.0,100.0,100.0,68.0,win,,7225.0,La Liga,MONEYLINE_HOME,League_Specialist,10120.0,-0.2860671936758893
B000169,fixed,2024-09-27 19:30:00,7225.0,100.0,100.0,121.0,win,,7346.0,Bundesliga,OVER_2_5,Aggressive_Momentum,10120.0,-0.27411067193675887
B000159,fixed,2024-09-27 22:00:00,7346.0,100.0,100.0,90.0,win,,7436.0,Premier League,OVER_2_5,Aggressive_Momentum,10120.0,-0.26521739130434785
B000171,fixed,2024-09-28 01:30:00,7436.0,100.0,100.0,14.0,win,,7450.0,Bundesliga,BTTS_YES,Aggressive_Momentum,10120.0,-0.2638339920948617
B000154,fixed,2024-09-28 05:00:00,7450.0,100.0,100.0,79.0,win,,7529.0,Premier League,OVER_2_5,Aggressive_Momentum,10120.0,-0.25602766798418974
B000172,fixed,2024-09-28 19:00:00,7529.0,100.0,100.0,-100.0,loss,,7429.0,Serie A,MONEYLINE_HOME,League_Specialist,10120.0,-0.2659090909090909
B000175,fixed,2024-09-30 10:00:00,7429.0,100.0,100.0,5.0,win,,7434.0,Premier League,DNB_HOME,League_Specialist,10120.0,-0.26541501976284587
B000176,fixed,2024-10-01 01:30:00,7434.0,100.0,100.0,78.0,win,,7512.0,Serie A,OVER_2_5,Quant_Value,10120.0,-0.2577075098814229
B000178,fixed,2024-10-01 20:30:00,7512.0,100.0,100.0,7.0,win,,7519.0,Serie A,DNB_HOME,Aggressive_Momentum,10120.0,-0.25701581027667986
B000179,fixed,2024-10-02 12:30:00,7519.0,100.0,100.0,111.0,win,,7630.0,Bundesliga,DNB_HOME,League_Specialist,10120.0,-0.24604743083003955
B000192,fixed,2024-10-02 18:00:00,7630.0,100.0,100.0,-100.0,loss,,7530.0,Premier League,MONEYLINE_HOME,League_Specialist,10120.0,-0.2559288537549407
B000185,fixed,2024-10-02 22:30:00,7530.0,100.0,100.0,-100.0,loss,,7430.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.2658102766798419
B000190,fixed,2024-10-02 23:30:00,7430.0,100.0,100.0,-100.0,loss,,7330.0,Premier League,BTTS_YES,Quant_Value,10120.0,-0.27569169960474305
B000197,fixed,2024-10-02 23:30:00,7330.0,100.0,100.0,17.0,win,,7347.0,Bundesliga,BTTS_YES,Quant_Value,10120.0,-0.2740118577075099
B000183,fixed,2024-10-03 01:30:00,7347.0,100.0,100.0,-100.0,loss,,7247.0,Bundesliga,DNB_HOME,League_Specialist,10120.0,-0.28389328063241104
B000189,fixed,2024-10-03 01:30:00,7247.0,100.0,100.0,17.0,win,,7264.0,La Liga,BTTS_YES,Quant_Value,10120.0,-0.2822134387351779
B000180,fixed,2024-10-03 02:45:00,7264.0,100.0,100.0,84.0,win,,7348.0,Serie A,OVER_2_5,Aggressive_Momentum,10120.0,-0.27391304347826084
B000177,fixed,2024-10-03 08:30:00,7348.0,100.0,100.0,10.0,win,,7358.0,Serie A,DNB_HOME,League_Specialist,10120.0,-0.27292490118577073
B000187,fixed,2024-10-03 14:15:00,7358.0,100.0,100.0,0.0,push,,7358.0,La Liga,DNB_HOME,Aggressive_Momentum,10120.0,-0.27292490118577073
B000194,fixed,2024-10-03 17:00:00,7358.0,100.0,100.0,85.0,win,,7443.0,Serie A,OVER_2_5,League_Specialist,10120.0,-0.2645256916996047
B000184,fixed,2024-10-03 17:30:00,7443.0,100.0,100.0,-100.0,loss,,7343.0,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.27440711462450595
B000181,fixed,2024-10-04 12:30:00,7343.0,100.0,100.0,-100.0,loss,,7243.0,Premier League,MONEYLINE_HOME,Quant_Value,10120.0,-0.2842885375494071
B000193,fixed,2024-10-04 13:00:00,7243.0,100.0,100.0,67.0,win,,7310.0,Serie A,MONEYLINE_HOME,Quant_Value,10120.0,-0.27766798418972327
B000186,fixed,2024-10-04 17:15:00,7310.0,100.0,100.0,0.0,push,,7310.0,La Liga,DNB_HOME,Quant_Value,10120.0,-0.27766798418972327
B000182,fixed,2024-10-04 18:00:00,7310.0,100.0,100.0,222.0,win,,7532.0,La Liga,MONEYLINE_HOME,Quant_Value,10120.0,-0.25573122529644265
B000198,fixed,2024-10-04 18:30:00,7532.0,100.0,100.0,-100.0,loss,,7432.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.2656126482213439
B000191,fixed,2024-10-05 03:00:00,7432.0,100.0,100.0,-100.0,loss,,7332.0,La Liga,BTTS_YES,Aggressive_Momentum,10120.0,-0.275494071146245
B000188,fixed,2024-10-05 07:00:00,7332.0,100.0,100.0,108.0,win,,7440.0,Serie A,BTTS_YES,League_Specialist,10120.0,-0.2648221343873518
B000195,fixed,2024-10-05 19:30:00,7440.0,100.0,100.0,163.0,win,,7603.0,Premier League,MONEYLINE_HOME,Quant_Value,10120.0,-0.2487154150197628
B000196,fixed,2024-10-05 23:30:00,7603.0,100.0,100.0,153.0,win,,7756.0,Premier League,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.23359683794466402
B000199,fixed,2024-10-15 14:30:00,7756.0,100.0,100.0,46.0,win,,7802.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.2290513833992095
B000205,fixed,2024-10-15 15:30:00,7802.0,100.0,100.0,-100.0,loss,,7702.0,Bundesliga,OVER_2_5,League_Specialist,10120.0,-0.23893280632411062
B000203,fixed,2024-10-15 18:00:00,7702.0,100.0,100.0,-100.0,loss,,7602.0,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.24881422924901186
B000214,fixed,2024-10-16 03:45:00,7602.0,100.0,100.0,-100.0,loss,,7502.0,Serie A,BTTS_YES,Aggressive_Momentum,10120.0,-0.258695652173913
B000202,fixed,2024-10-16 06:00:00,7502.0,100.0,100.0,40.0,win,,7542.0,La Liga,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.25474308300395254
B000211,fixed,2024-10-16 07:00:00,7542.0,100.0,100.0,21.0,win,,7563.0,Serie A,DNB_HOME,Quant_Value,10120.0,-0.25266798418972336
B000204,fixed,2024-10-16 11:30:00,7563.0,100.0,100.0,-100.0,loss,,7463.0,Bundesliga,BTTS_YES,Quant_Value,10120.0,-0.2625494071146245
B000206,fixed,2024-10-16 13:30:00,7463.0,100.0,100.0,43.0,win,,7506.0,Bundesliga,MONEYLINE_HOME,Quant_Value,10120.0,-0.25830039525691695
B000212,fixed,2024-10-16 15:00:00,7506.0,100.0,100.0,-100.0,loss,,7406.0,Serie A,OVER_2_5,Aggressive_Momentum,10120.0,-0.2681818181818182
B000215,fixed,2024-10-16 15:30:00,7406.0,100.0,100.0,-100.0,loss,,7306.0,Serie A,DNB_HOME,League_Specialist,10120.0,-0.2780632411067193
B000219,fixed,2024-10-17 03:30:00,7306.0,100.0,100.0,-100.0,loss,,7206.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.28794466403162056
B000208,fixed,2024-10-17 16:00:00,7206.0,100.0,100.0,-100.0,loss,,7106.0,Premier League,MONEYLINE_HOME,League_Specialist,10120.0,-0.2978260869565217
B000218,fixed,2024-10-17 21:00:00,7106.0,100.0,100.0,111.0,win,,7217.0,Serie A,OVER_2_5,Quant_Value,10120.0,-0.2868577075098814
B000210,fixed,2024-10-17 22:00:00,7217.0,100.0,100.0,-100.0,loss,,7117.0,Premier League,DNB_HOME,League_Specialist,10120.0,-0.2967391304347826
B000200,fixed,2024-10-18 06:30:00,7117.0,100.0,100.0,31.0,win,,7148.0,Premier League,MONEYLINE_HOME,Quant_Value,10120.0,-0.2936758893280632
B000207,fixed,2024-10-18 11:00:00,7148.0,100.0,100.0,-100.0,loss,,7048.0,Premier League,DNB_HOME,Aggressive_Momentum,10120.0,-0.30355731225296445
B000209,fixed,2024-10-18 11:00:00,7048.0,100.0,100.0,-100.0,loss,,6948.0,Premier League,MONEYLINE_HOME,Quant_Value,10120.0,-0.3134387351778656
B000216,fixed,2024-10-18 11:30:00,6948.0,100.0,100.0,-100.0,loss,,6848.0,Serie A,BTTS_YES,Aggressive_Momentum,10120.0,-0.3233201581027668
B000224,fixed,2024-10-18 12:00:00,6848.0,100.0,100.0,47.0,win,,6895.0,Premier League,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.31867588932806323
B000222,fixed,2024-10-18 12:45:00,6895.0,100.0,100.0,-100.0,loss,,6795.0,Serie A,DNB_HOME,Aggressive_Momentum,10120.0,-0.3285573122529645
B000201,fixed,2024-10-18 13:30:00,6795.0,100.0,100.0,27.0,win,,6822.0,Premier League,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.3258893280632411
B000213,fixed,2024-10-18 16:45:00,6822.0,100.0,100.0,61.0,win,,6883.0,Serie A,MONEYLINE_HOME,League_Specialist,10120.0,-0.31986166007905137
B000217,fixed,2024-10-18 22:00:00,6883.0,100.0,100.0,-100.0,loss,,6783.0,Serie A,DNB_HOME,League_Specialist,10120.0,-0.3297430830039526
B000220,fixed,2024-10-19 09:30:00,6783.0,100.0,100.0,-100.0,loss,,6683.0,Bundesliga,BTTS_YES,Aggressive_Momentum,10120.0,-0.33962450592885374
B000221,fixed,2024-10-20 09:00:00,6683.0,100.0,100.0,157.0,win,,6840.0,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.3241106719367589
B000223,fixed,2024-10-20 19:00:00,6840.0,100.0,100.0,52.0,win,,6892.0,Premier League,MONEYLINE_HOME,Quant_Value,10120.0,-0.3189723320158103
B000227,fixed,2024-10-23 18:00:00,6892.0,100.0,100.0,14.0,win,,6906.0,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.31758893280632416
B000228,fixed,2024-10-24 01:30:00,6906.0,100.0,100.0,95.0,win,,7001.0,Bundesliga,OVER_2_5,Quant_Value,10120.0,-0.30820158102766804
B000242,fixed,2024-10-24 02:30:00,7001.0,100.0,100.0,135.0,win,,7136.0,La Liga,MONEYLINE_HOME,League_Specialist,10120.0,-0.29486166007905135
B000236,fixed,2024-10-24 06:00:00,7136.0,100.0,100.0,-100.0,loss,,7036.0,Premier League,OVER_2_5,Quant_Value,10120.0,-0.3047430830039526
B000230,fixed,2024-10-24 07:30:00,7036.0,100.0,100.0,-100.0,loss,,6936.0,Bundesliga,BTTS_YES,Quant_Value,10120.0,-0.3146245059288537
B000231,fixed,2024-10-24 14:00:00,6936.0,100.0,100.0,84.0,win,,7020.0,Premier League,OVER_2_5,League_Specialist,10120.0,-0.30632411067193677
B000229,fixed,2024-10-24 20:30:00,7020.0,100.0,100.0,79.0,win,,7099.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.2985177865612648
B000225,fixed,2024-10-24 22:30:00,7099.0,100.0,100.0,-100.0,loss,,6999.0,Bundesliga,OVER_2_5,Aggressive_Momentum,10120.0,-0.30839920948616606
B000234,fixed,2024-10-24 22:30:00,6999.0,100.0,100.0,6.0,win,,7005.0,Premier League,BTTS_YES,League_Specialist,10120.0,-0.307806324110672
B000226,fixed,2024-10-25 03:00:00,7005.0,100.0,100.0,7.0,win,,7012.0,Serie A,DNB_HOME,Quant_Value,10120.0,-0.30711462450592886
B000237,fixed,2024-10-25 07:30:00,7012.0,100.0,100.0,-100.0,loss,,6912.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.31699604743083
B000239,fixed,2024-10-25 08:15:00,6912.0,100.0,100.0,32.0,win,,6944.0,La Liga,BTTS_YES,Aggressive_Momentum,10120.0,-0.3138339920948616
B000235,fixed,2024-10-25 15:45:00,6944.0,100.0,100.0,16.0,win,,6960.0,Serie A,MONEYLINE_HOME,Quant_Value,10120.0,-0.31225296442687744
B000241,fixed,2024-10-25 19:00:00,6960.0,100.0,100.0,89.0,win,,7049.0,Serie A,OVER_2_5,Aggressive_Momentum,10120.0,-0.3034584980237154
B000233,fixed,2024-10-25 22:30:00,7049.0,100.0,100.0,-100.0,loss,,6949.0,Premier League,OVER_2_5,Quant_Value,10120.0,-0.3133399209486166
B000246,fixed,2024-10-26 00:30:00,6949.0,100.0,100.0,-100.0,loss,,6849.0,Serie A,BTTS_YES,Aggressive_Momentum,10120.0,-0.32322134387351775
B000232,fixed,2024-10-26 01:15:00,6849.0,100.0,100.0,93.0,win,,6942.0,La Liga,MONEYLINE_HOME,League_Specialist,10120.0,-0.31403162055335965
B000238,fixed,2024-10-26 02:30:00,6942.0,100.0,100.0,-100.0,loss,,6842.0,Bundesliga,BTTS_YES,Aggressive_Momentum,10120.0,-0.3239130434782609
B000247,fixed,2024-10-26 20:30:00,6842.0,100.0,100.0,5.0,win,,6847.0,Serie A,BTTS_YES,Aggressive_Momentum,10120.0,-0.3234189723320158
B000244,fixed,2024-10-27 02:30:00,6847.0,100.0,100.0,-100.0,loss,,6747.0,Serie A,OVER_2_5,Quant_Value,10120.0,-0.333300395256917
B000245,fixed,2024-10-27 05:30:00,6747.0,100.0,100.0,-100.0,loss,,6647.0,Serie A,OVER_2_5,Aggressive_Momentum,10120.0,-0.34318181818181814
B000243,fixed,2024-10-27 06:00:00,6647.0,100.0,100.0,-100.0,loss,,6547.0,La Liga,OVER_2_5,League_Specialist,10120.0,-0.3530632411067194
B000240,fixed,2024-10-27 07:00:00,6547.0,100.0,100.0,-100.0,loss,,6447.0,Serie A,MONEYLINE_HOME,League_Specialist,10120.0,-0.3629446640316205
B000252,fixed,2024-10-27 21:45:00,6447.0,100.0,100.0,12.0,win,,6459.0,Serie A,BTTS_YES,Quant_Value,10120.0,-0.3617588932806324
B000248,fixed,2024-10-28 06:45:00,6459.0,100.0,100.0,7.0,win,,6466.0,Serie A,DNB_HOME,Quant_Value,10120.0,-0.36106719367588935
B000250,fixed,2024-10-28 18:30:00,6466.0,100.0,100.0,-100.0,loss,,6366.0,Serie A,DNB_HOME,Quant_Value,10120.0,-0.3709486166007905
B000261,fixed,2024-10-29 16:30:00,6366.0,100.0,100.0,-100.0,loss,,6266.0,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.3808300395256917
B000262,fixed,2024-10-29 16:30:00,6266.0,100.0,100.0,-100.0,loss,,6166.0,Bundesliga,OVER_2_5,Quant_Value,10120.0,-0.39071146245059285
B000253,fixed,2024-10-29 19:45:00,6166.0,100.0,100.0,-100.0,loss,,6066.0,Serie A,MONEYLINE_HOME,League_Specialist,10120.0,-0.4005928853754941
B000259,fixed,2024-10-29 20:30:00,6066.0,100.0,100.0,11.0,win,,6077.0,Bundesliga,DNB_HOME,League_Specialist,10120.0,-0.3995059288537549
B000254,fixed,2024-10-30 03:30:00,6077.0,100.0,100.0,0.0,push,,6077.0,Bundesliga,DNB_HOME,Aggressive_Momentum,10120.0,-0.3995059288537549
B000251,fixed,2024-10-30 03:45:00,6077.0,100.0,100.0,59.0,win,,6136.0,Serie A,DNB_HOME,League_Specialist,10120.0,-0.3936758893280632
B000264,fixed,2024-10-30 04:00:00,6136.0,100.0,100.0,-100.0,loss,,6036.0,Premier League,OVER_2_5,Quant_Value,10120.0,-0.40355731225296443
B000249,fixed,2024-10-30 07:45:00,6036.0,100.0,100.0,-100.0,loss,,5936.0,Serie A,BTTS_YES,League_Specialist,10120.0,-0.41343873517786556
B000255,fixed,2024-10-30 19:00:00,5936.0,100.0,100.0,36.0,win,,5972.0,Serie A,MONEYLINE_HOME,Quant_Value,10120.0,-0.40988142292490115
B000260,fixed,2024-10-31 00:30:00,5972.0,100.0,100.0,-100.0,loss,,5872.0,Bundesliga,BTTS_YES,Aggressive_Momentum,10120.0,-0.4197628458498024
B000258,fixed,2024-10-31 03:30:00,5872.0,100.0,100.0,71.0,win,,5943.0,Bundesliga,OVER_2_5,Aggressive_Momentum,10120.0,-0.41274703557312253
B000275,fixed,2024-10-31 10:15:00,5943.0,100.0,100.0,147.0,win,,6090.0,La Liga,BTTS_YES,League_Specialist,10120.0,-0.3982213438735178
B000273,fixed,2024-10-31 12:00:00,6090.0,100.0,100.0,-100.0,loss,,5990.0,Serie A,BTTS_YES,Aggressive_Momentum,10120.0,-0.40810276679841895
B000281,fixed,2024-10-31 13:00:00,5990.0,100.0,100.0,-100.0,loss,,5890.0,La Liga,OVER_2_5,League_Specialist,10120.0,-0.4179841897233202
B000279,fixed,2024-10-31 13:30:00,5890.0,100.0,100.0,-100.0,loss,,5790.0,La Liga,DNB_HOME,Aggressive_Momentum,10120.0,-0.4278656126482213
B000284,fixed,2024-11-01 02:45:00,5790.0,100.0,100.0,19.0,win,,5809.0,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.42598814229249016
B000267,fixed,2024-11-01 03:15:00,5809.0,100.0,100.0,21.0,win,,5830.0,La Liga,DNB_HOME,League_Specialist,10120.0,-0.42391304347826086
B000282,fixed,2024-11-01 03:30:00,5830.0,100.0,100.0,21.0,win,,5851.0,Serie A,DNB_HOME,Quant_Value,10120.0,-0.42183794466403157
B000256,fixed,2024-11-01 07:00:00,5851.0,100.0,100.0,-100.0,loss,,5751.0,Serie A,OVER_2_5,Aggressive_Momentum,10120.0,-0.4317193675889328
B000269,fixed,2024-11-01 07:30:00,5751.0,100.0,100.0,-100.0,loss,,5651.0,Serie A,MONEYLINE_HOME,Quant_Value,10120.0,-0.44160079051383394
B000280,fixed,2024-11-01 09:45:00,5651.0,100.0,100.0,7.0,win,,5658.0,Serie A,DNB_HOME,League_Specialist,10120.0,-0.4409090909090909
B000266,fixed,2024-11-01 10:00:00,5658.0,100.0,100.0,37.0,win,,5695.0,Premier League,BTTS_YES,Aggressive_Momentum,10120.0,-0.43725296442687744
B000257,fixed,2024-11-01 10:30:00,5695.0,100.0,100.0,22.0,win,,5717.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.4350790513833992
B000277,fixed,2024-11-01 21:00:00,5717.0,100.0,100.0,97.0,win,,5814.0,Serie A,DNB_HOME,Aggressive_Momentum,10120.0,-0.42549407114624505
B000268,fixed,2024-11-01 22:15:00,5814.0,100.0,100.0,24.0,win,,5838.0,La Liga,BTTS_YES,Aggressive_Momentum,10120.0,-0.4231225296442688
B000263,fixed,2024-11-02 00:30:00,5838.0,100.0,100.0,-100.0,loss,,5738.0,Bundesliga,OVER_2_5,League_Specialist,10120.0,-0.43300395256917
B000271,fixed,2024-11-02 04:30:00,5738.0,100.0,100.0,-100.0,loss,,5638.0,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.44288537549407114
B000270,fixed,2024-11-02 06:30:00,5638.0,100.0,100.0,-100.0,loss,,5538.0,Serie A,DNB_HOME,League_Specialist,10120.0,-0.4527667984189724
B000265,fixed,2024-11-02 07:00:00,5538.0,100.0,100.0,52.0,win,,5590.0,Premier League,MONEYLINE_HOME,League_Specialist,10120.0,-0.4476284584980237
B000278,fixed,2024-11-02 22:30:00,5590.0,100.0,100.0,-100.0,loss,,5490.0,La Liga,OVER_2_5,Quant_Value,10120.0,-0.4575098814229249
B000272,fixed,2024-11-02 23:00:00,5490.0,100.0,100.0,37.0,win,,5527.0,La Liga,MONEYLINE_HOME,Quant_Value,10120.0,-0.45385375494071145
B000274,fixed,2024-11-03 00:30:00,5527.0,100.0,100.0,0.0,push,,5527.0,Bundesliga,DNB_HOME,Aggressive_Momentum,10120.0,-0.45385375494071145
B000276,fixed,2024-11-03 06:15:00,5527.0,100.0,100.0,61.0,win,,5588.0,La Liga,OVER_2_5,Aggressive_Momentum,10120.0,-0.4478260869565217
B000285,fixed,2024-11-03 16:00:00,5588.0,100.0,100.0,38.0,win,,5626.0,La Liga,DNB_HOME,Aggressive_Momentum,10120.0,-0.4440711462450593
B000283,fixed,2024-11-04 02:30:00,5626.0,100.0,100.0,41.0,win,,5667.0,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.44001976284584976
B000289,fixed,2024-11-05 16:45:00,5667.0,100.0,100.0,-100.0,loss,,5567.0,Serie A,OVER_2_5,Aggressive_Momentum,10120.0,-0.449901185770751
B000294,fixed,2024-11-05 18:00:00,5567.0,100.0,100.0,44.0,win,,5611.0,Premier League,MONEYLINE_HOME,League_Specialist,10120.0,-0.4455533596837945
B000287,fixed,2024-11-06 04:45:00,5611.0,100.0,100.0,-100.0,loss,,5511.0,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.45543478260869563
B000302,fixed,2024-11-06 10:45:00,5511.0,100.0,100.0,14.0,win,,5525.0,Serie A,DNB_HOME,Quant_Value,10120.0,-0.4540513833992095
B000295,fixed,2024-11-06 16:00:00,5525.0,100.0,100.0,48.0,win,,5573.0,Premier League,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.44930830039525693
B000308,fixed,2024-11-06 16:00:00,5573.0,100.0,100.0,-100.0,loss,,5473.0,Premier League,BTTS_YES,Quant_Value,10120.0,-0.45918972332015806
B000293,fixed,2024-11-06 17:30:00,5473.0,100.0,100.0,-100.0,loss,,5373.0,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.4690711462450593
B000290,fixed,2024-11-06 18:30:00,5373.0,100.0,100.0,-100.0,loss,,5273.0,Bundesliga,OVER_2_5,Quant_Value,10120.0,-0.47895256916996043
B000315,fixed,2024-11-06 21:00:00,5273.0,100.0,100.0,-100.0,loss,,5173.0,Serie A,BTTS_YES,Aggressive_Momentum,10120.0,-0.48883399209486167
B000300,fixed,2024-11-06 21:30:00,5173.0,100.0,100.0,-100.0,loss,,5073.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.4987154150197628
B000288,fixed,2024-11-07 03:45:00,5073.0,100.0,100.0,-100.0,loss,,4973.0,Serie A,MONEYLINE_HOME,Quant_Value,10120.0,-0.508596837944664
B000307,fixed,2024-11-07 04:00:00,4973.0,100.0,100.0,68.0,win,,5041.0,Premier League,BTTS_YES,Aggressive_Momentum,10120.0,-0.5018774703557312
B000286,fixed,2024-11-07 05:45:00,5041.0,100.0,100.0,10.0,win,,5051.0,Serie A,BTTS_YES,League_Specialist,10120.0,-0.5008893280632412
B000299,fixed,2024-11-07 08:00:00,5051.0,100.0,100.0,-100.0,loss,,4951.0,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.5107707509881423
B000291,fixed,2024-11-07 11:30:00,4951.0,100.0,100.0,-100.0,loss,,4851.0,Bundesliga,BTTS_YES,Aggressive_Momentum,10120.0,-0.5206521739130434
B000296,fixed,2024-11-07 19:00:00,4851.0,100.0,100.0,-100.0,loss,,4751.0,Premier League,OVER_2_5,Aggressive_Momentum,10120.0,-0.5305335968379447
B000298,fixed,2024-11-07 23:00:00,4751.0,100.0,100.0,-100.0,loss,,4651.0,Serie A,MONEYLINE_HOME,League_Specialist,10120.0,-0.5404150197628459
B000303,fixed,2024-11-07 23:45:00,4651.0,100.0,100.0,-100.0,loss,,4551.0,Serie A,OVER_2_5,Aggressive_Momentum,10120.0,-0.550296442687747
B000309,fixed,2024-11-08 03:00:00,4551.0,100.0,100.0,-100.0,loss,,4451.0,Serie A,MONEYLINE_HOME,Quant_Value,10120.0,-0.5601778656126482
B000310,fixed,2024-11-08 03:00:00,4451.0,100.0,100.0,97.0,win,,4548.0,Serie A,OVER_2_5,League_Specialist,10120.0,-0.550592885375494
B000314,fixed,2024-11-08 03:00:00,4548.0,100.0,100.0,-100.0,loss,,4448.0,Serie A,BTTS_YES,Quant_Value,10120.0,-0.5604743083003952
B000316,fixed,2024-11-08 12:30:00,4448.0,100.0,100.0,-100.0,loss,,4348.0,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.5703557312252965
B000292,fixed,2024-11-08 13:30:00,4348.0,100.0,100.0,-100.0,loss,,4248.0,Bundesliga,OVER_2_5,League_Specialist,10120.0,-0.5802371541501976
B000312,fixed,2024-11-08 13:30:00,4248.0,100.0,100.0,-100.0,loss,,4148.0,Bundesliga,OVER_2_5,Aggressive_Momentum,10120.0,-0.5901185770750987
B000297,fixed,2024-11-08 17:00:00,4148.0,100.0,100.0,-100.0,loss,,4048.0,Premier League,MONEYLINE_HOME,Quant_Value,10120.0,-0.6
B000305,fixed,2024-11-09 00:00:00,4048.0,100.0,100.0,-100.0,loss,,3948.0,Premier League,MONEYLINE_HOME,Quant_Value,10120.0,-0.6098814229249012
B000306,fixed,2024-11-09 00:00:00,3948.0,100.0,100.0,-100.0,loss,,3848.0,Premier League,MONEYLINE_HOME,League_Specialist,10120.0,-0.6197628458498023
B000301,fixed,2024-11-09 05:30:00,3848.0,100.0,100.0,-100.0,loss,,3748.0,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.6296442687747035
B000311,fixed,2024-11-09 06:30:00,3748.0,100.0,100.0,-100.0,loss,,3648.0,Bundesliga,OVER_2_5,Quant_Value,10120.0,-0.6395256916996048
B000304,fixed,2024-11-09 10:00:00,3648.0,100.0,100.0,12.0,win,,3660.0,Premier League,DNB_HOME,League_Specialist,10120.0,-0.6383399209486166
B000313,fixed,2024-11-09 23:30:00,3660.0,100.0,100.0,0.0,push,,3660.0,Premier League,DNB_HOME,Quant_Value,10120.0,-0.6383399209486166
B000321,fixed,2024-11-19 19:00:00,3660.0,100.0,100.0,-100.0,loss,,3560.0,Premier League,OVER_2_5,Quant_Value,10120.0,-0.6482213438735178
B000318,fixed,2024-11-20 07:00:00,3560.0,100.0,100.0,35.0,win,,3595.0,Premier League,BTTS_YES,Quant_Value,10120.0,-0.6447628458498024
B000323,fixed,2024-11-20 20:00:00,3595.0,100.0,100.0,-100.0,loss,,3495.0,Premier League,MONEYLINE_HOME,Quant_Value,10120.0,-0.6546442687747036
B000317,fixed,2024-11-21 10:00:00,3495.0,100.0,100.0,59.0,win,,3554.0,Premier League,MONEYLINE_HOME,League_Specialist,10120.0,-0.6488142292490118
B000322,fixed,2024-11-21 15:30:00,3554.0,100.0,100.0,12.0,win,,3566.0,Bundesliga,DNB_HOME,League_Specialist,10120.0,-0.6476284584980236
B000320,fixed,2024-11-22 03:00:00,3566.0,100.0,100.0,-100.0,loss,,3466.0,Premier League,MONEYLINE_HOME,League_Specialist,10120.0,-0.6575098814229249
B000319,fixed,2024-11-22 21:00:00,3466.0,100.0,100.0,-100.0,loss,,3366.0,Premier League,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.6673913043478261
B000325,fixed,2024-11-23 15:30:00,3366.0,100.0,100.0,-100.0,loss,,3266.0,Premier League,OVER_2_5,Quant_Value,10120.0,-0.6772727272727272
B000324,fixed,2024-11-24 00:00:00,3266.0,100.0,100.0,-100.0,loss,,3166.0,Premier League,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.6871541501976284
B000326,fixed,2024-11-26 04:30:00,3166.0,100.0,100.0,9.0,win,,3175.0,Bundesliga,DNB_HOME,Quant_Value,10120.0,-0.6862648221343873
